Wave,Start_date,End_date,state,Go to work,Go to the gym,Go visit a friend,"Go to a cafe, bar, or restaurant",Go to a doctor or visit a hospital,Go to church or another place of worship,"Take mass transit (e.g. subway, bus, or train)",Avoiding contact with other people,Avoiding public or crowded places,Frequently washing hands,Wearing a face mask when outside of your home,Been in a room with someone outside of household in the past 24 hours,Been in a room with 5-10 people outside of household in the past 24 hours,Been in a room with 11-50 people outside of household in the past 24 hours,Been in a room with over 50 people outside of household in the past 24 hours,Start_Date,End_Date,N_national,N_state
14,12/16/2020,1/11/2021,UT,36.09,8.81,20.54,15.56,10.14,5.16,3.59,43.41,50.73,68.12,77.44,46.72,10.42,2.91,1.2,12/16/2020 UTC,01/11/2021,25640.0,490.0
14_gap,1/12/2021,2/4/2021,UT,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,UT,40.51,8.97,23.99,18.08,10.68,10.14,5.21,43.71,50.34,70.05,80.22,47.09,11.32,5.18,2.37,02/05/2021 UTC,03/01/2021,21500.0,425.0
17,4/1/2021,5/3/2021,UT,39.54,10.21,23.16,20.94,12.13,10.37,4.25,34.01,38.07,63.55,69.99,51.13,12.92,6.29,3.29,04/01/2021 UTC,05/03/2021,21733.0,396.0
17_gap,5/4/2021,6/8/2021,UT,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,UT,40.18,16.1,30.23,29.67,14.58,15.3,5.66,20.11,28.46,58.43,31.74,60.31,14.34,7.79,5.2,06/09/2021 UTC,07/06/2021,20669.0,353.0
18_gap,7/7/2021,8/25/2021,UT,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,UT,39.71,11.87,20.94,21.06,12.47,12.38,4.98,23.69,31.84,65.09,35.54,58.89,12.03,9.06,4.63,08/26/2021 UTC,09/27/2021,21079.0,408.0
19_gap,9/28/2021,11/2/2021,UT,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,UT,38.61,12.59,25.56,26.52,12.06,14.11,4.67,24.51,30.65,59.92,36.04,61.87,11.41,11.86,8.39,11/03/2021 UTC,12/02/2021,22277.0,341.0
20_gap,12/3/2021,12/21/2021,UT,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,UT,38.07,9.0,29.1,20.7,10.92,14.24,4.14,30.0,35.72,60.59,42.57,56.36,10.22,6.47,7.15,12/22/2021 UTC,01/24/2022,22961.0,392.0
21_gap,1/25/2022,3/1/2022,UT,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,UT,45.27,15.87,31.32,26.92,12.58,18.36,7.07,12.94,19.34,60.17,19.99,66.32,14.06,11.96,10.18,03/02/2022 UTC,04/04/2022,22234.0,380.0
22_gap,4/5/2022,6/7/2022,UT,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,UT,46.41,10.73,29.78,26.42,14.2,20.13,6.35,19.38,24.13,56.98,23.25,58.73,16.41,8.31,9.08,06/08/2022 UTC,07/06/2022,24141.0,420.0
1,4/16/2020,4/30/2020,VT,28.64,2.22,6.85,3.9,2.25,0.0,0.23,74.69,80.95,79.38,58.89,24.07,6.88,0.23,0.0,04/16/2020 UTC,04/30/2020,19489.0,176.0
1_gap,5/1/2020,5/1/2020,VT,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,VT,26.02,0.6,11.58,4.68,4.35,0.25,0.44,63.95,71.62,70.4,66.47,27.52,4.55,0.8,0.66,05/02/2020 UTC,05/15/2020,20305.0,241.0
3,5/16/2020,6/1/2020,VT,26.62,0.0,13.99,7.12,6.64,0.26,2.78,63.23,76.07,78.7,65.0,36.85,6.21,0.65,0.0,05/16/2020 UTC,06/01/2020,18103.0,163.0
3_gap,6/2/2020,6/11/2020,VT,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,VT,28.98,4.43,19.93,9.47,12.28,3.2,0.45,46.52,57.78,72.27,62.12,47.41,8.59,5.81,0.35,06/12/2020 UTC,06/28/2020,22470.0,228.0
5_gap,6/29/2020,7/9/2020,VT,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,VT,28.07,5.11,15.72,10.66,10.64,4.08,3.5,51.9,64.27,64.85,71.61,41.74,8.05,1.84,0.63,07/10/2020 UTC,07/27/2020,19058.0,202.0
7_gap,7/28/2020,8/6/2020,VT,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,VT,25.34,3.89,18.41,4.14,14.43,2.08,2.71,46.24,57.23,64.83,78.46,35.63,12.15,0.55,1.35,08/07/2020 UTC,08/26/2020,21196.0,131.0
9_gap,8/27/2020,9/2/2020,VT,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,VT,37.33,4.7,10.92,10.83,19.6,0.9,2.34,56.16,64.49,66.19,83.07,44.76,6.22,5.72,0.21,09/04/2020 UTC,09/28/2020,20315.0,141.0
10_gap,9/29/2020,10/1/2020,VT,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,VT,50.28,3.65,13.06,7.43,3.65,3.62,0.0,47.64,60.84,66.45,81.02,44.24,11.05,5.59,1.59,10/02/2020 UTC,11/04/2020,27342.0,343.0
13,11/4/2020,12/1/2020,VT,17.56,4.27,11.88,6.33,4.98,0.0,7.09,50.53,70.67,69.49,83.52,46.71,10.93,1.4,0.5,11/03/2020 UTC,12/01/2020,24017.0,285.0
13_gap,12/2/2020,12/15/2020,VT,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,VT,34.57,3.68,10.05,7.43,7.99,3.7,2.06,51.75,61.1,58.11,80.64,42.14,8.56,3.43,0.61,12/16/2020 UTC,01/11/2021,25640.0,414.0
14_gap,1/12/2021,2/4/2021,VT,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,VT,32.48,4.26,10.22,11.4,9.19,0.87,1.57,53.95,60.63,64.04,84.31,45.15,8.59,2.66,0.31,02/05/2021 UTC,03/01/2021,21500.0,321.0
17,4/1/2021,5/3/2021,VT,37.23,5.45,16.96,18.41,10.66,4.54,0.59,47.98,56.08,61.48,80.08,38.25,11.34,3.39,0.69,04/01/2021 UTC,05/03/2021,21733.0,262.0
17_gap,5/4/2021,6/8/2021,VT,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,VT,36.89,4.88,23.08,25.21,15.81,3.67,0.73,27.41,34.02,57.99,43.65,57.07,21.24,6.3,0.19,06/09/2021 UTC,07/06/2021,20669.0,217.0
18_gap,7/7/2021,8/25/2021,VT,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,VT,34.52,6.23,23.7,20.37,10.68,3.61,0.22,28.47,38.83,55.2,47.9,55.56,12.71,5.35,2.19,08/26/2021 UTC,09/27/2021,21079.0,197.0
19_gap,9/28/2021,11/2/2021,VT,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,VT,38.97,5.32,16.86,13.67,8.6,5.39,0.82,22.86,35.06,53.06,47.25,58.54,13.29,9.03,3.49,11/03/2021 UTC,12/02/2021,22277.0,220.0
20_gap,12/3/2021,12/21/2021,VT,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,VT,30.2,4.13,14.15,10.73,7.67,1.94,1.33,33.66,43.32,58.18,60.39,50.58,7.11,5.59,2.11,12/22/2021 UTC,01/24/2022,22961.0,307.0
21_gap,1/25/2022,3/1/2022,VT,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,VT,40.77,9.85,20.36,18.72,13.13,5.1,2.45,22.55,30.43,46.23,37.21,61.2,21.03,6.92,4.13,03/02/2022 UTC,04/04/2022,22234.0,287.0
22_gap,4/5/2022,6/7/2022,VT,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,VT,33.58,8.98,21.0,25.31,14.47,7.29,5.44,12.06,19.63,47.12,22.11,56.18,19.31,8.71,3.08,06/08/2022 UTC,07/06/2022,24141.0,269.0
1,4/16/2020,4/30/2020,VA,22.4,1.15,7.08,4.42,5.71,1.12,1.89,72.37,74.87,82.24,53.97,24.09,3.6,0.5,0.18,04/16/2020 UTC,04/30/2020,19489.0,470.0
1_gap,5/1/2020,5/1/2020,VA,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,VA,24.53,1.85,11.25,5.68,3.31,2.92,1.29,62.38,72.44,81.02,58.3,27.0,5.23,1.73,0.12,05/02/2020 UTC,05/15/2020,20305.0,509.0
3,5/16/2020,6/1/2020,VA,30.59,0.48,8.86,5.48,7.37,3.61,0.52,58.24,70.85,76.58,71.26,31.39,8.37,1.02,0.21,05/16/2020 UTC,06/01/2020,18103.0,454.0
3_gap,6/2/2020,6/11/2020,VA,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,VA,32.37,4.37,18.99,12.29,12.57,4.23,0.95,54.6,62.8,71.84,70.33,49.22,9.95,5.05,2.18,06/12/2020 UTC,06/28/2020,22470.0,569.0
5_gap,6/29/2020,7/9/2020,VA,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,VA,38.14,3.34,13.38,10.99,7.87,5.94,3.28,58.33,65.25,76.32,77.17,40.26,8.54,3.65,1.22,07/10/2020 UTC,07/27/2020,19058.0,401.0
7_gap,7/28/2020,8/6/2020,VA,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,VA,34.13,7.58,15.47,13.65,12.01,6.71,2.64,50.86,62.9,75.63,78.43,36.47,9.04,2.29,1.69,08/07/2020 UTC,08/26/2020,21196.0,540.0
9_gap,8/27/2020,9/2/2020,VA,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,VA,42.2,7.36,14.69,16.38,12.93,4.74,2.08,48.06,56.61,70.73,73.27,45.61,12.25,5.42,3.31,09/04/2020 UTC,09/28/2020,20315.0,460.0
10_gap,9/29/2020,10/1/2020,VA,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,VA,39.77,7.67,14.98,16.36,10.12,8.0,2.93,49.73,59.14,74.07,77.04,39.14,10.77,4.0,2.93,10/02/2020 UTC,11/04/2020,27342.0,550.0
13,11/4/2020,12/1/2020,VA,37.08,11.74,16.07,19.83,10.46,5.79,1.44,53.98,61.04,74.88,80.25,38.96,8.75,5.69,1.68,11/03/2020 UTC,12/01/2020,24017.0,448.0
13_gap,12/2/2020,12/15/2020,VA,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,VA,28.52,5.51,13.49,11.78,8.79,4.65,2.49,56.33,59.23,73.85,78.78,42.32,11.19,2.48,1.41,12/16/2020 UTC,01/11/2021,25640.0,446.0
14_gap,1/12/2021,2/4/2021,VA,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,VA,34.25,6.47,14.44,12.78,10.44,5.32,1.4,51.39,55.78,67.55,79.65,40.36,7.93,4.2,2.12,02/05/2021 UTC,03/01/2021,21500.0,429.0
17,4/1/2021,5/3/2021,VA,34.43,10.16,18.51,15.0,9.59,6.8,1.44,45.23,51.96,74.7,81.98,38.89,10.54,3.75,1.82,04/01/2021 UTC,05/03/2021,21733.0,422.0
17_gap,5/4/2021,6/8/2021,VA,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,VA,34.23,12.99,21.84,23.58,11.86,10.78,3.2,33.63,40.84,66.3,58.19,44.99,10.33,3.6,2.99,06/09/2021 UTC,07/06/2021,20669.0,427.0
18_gap,7/7/2021,8/25/2021,VA,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,VA,34.5,13.01,24.02,22.03,14.0,9.63,4.93,36.74,43.95,66.56,62.05,53.92,13.24,6.08,3.51,08/26/2021 UTC,09/27/2021,21079.0,469.0
19_gap,9/28/2021,11/2/2021,VA,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,VA,36.75,14.24,26.02,21.21,12.54,7.49,3.07,32.66,40.38,66.13,58.16,52.38,11.65,6.66,3.76,11/03/2021 UTC,12/02/2021,22277.0,579.0
20_gap,12/3/2021,12/21/2021,VA,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,VA,27.42,8.56,17.59,19.5,9.77,7.39,1.89,35.49,41.87,66.58,62.62,51.02,13.65,6.23,3.97,12/22/2021 UTC,01/24/2022,22961.0,476.0
21_gap,1/25/2022,3/1/2022,VA,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,VA,40.16,14.12,25.91,24.99,12.85,9.59,4.78,24.11,28.51,64.86,48.38,54.23,13.04,9.9,6.39,03/02/2022 UTC,04/04/2022,22234.0,487.0
22_gap,4/5/2022,6/7/2022,VA,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,VA,39.01,12.54,24.92,26.56,10.98,10.84,4.63,24.98,30.37,59.19,38.79,49.64,12.44,8.4,4.31,06/08/2022 UTC,07/06/2022,24141.0,553.0
1,4/16/2020,4/30/2020,WA,17.58,0.27,7.06,3.91,3.87,0.18,1.76,68.21,74.03,78.03,43.79,18.75,2.56,1.02,1.57,04/16/2020 UTC,04/30/2020,19489.0,367.0
1_gap,5/1/2020,5/1/2020,WA,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,WA,23.58,2.87,5.88,6.5,6.79,0.87,2.84,63.86,75.07,78.62,52.9,21.88,4.61,0.53,1.32,05/02/2020 UTC,05/15/2020,20305.0,435.0
3,5/16/2020,6/1/2020,WA,24.94,1.17,12.42,5.46,8.9,0.66,3.4,58.67,67.21,74.91,54.66,31.41,5.81,1.49,0.65,05/16/2020 UTC,06/01/2020,18103.0,495.0
3_gap,6/2/2020,6/11/2020,WA,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,WA,28.83,4.39,16.16,12.2,11.89,4.9,3.57,48.47,58.26,70.62,59.75,37.25,7.43,2.6,1.12,06/12/2020 UTC,06/28/2020,22470.0,432.0
5_gap,6/29/2020,7/9/2020,WA,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,WA,31.51,5.15,14.0,10.71,14.3,3.06,3.86,59.54,67.23,73.25,79.45,34.41,6.91,1.54,2.18,07/10/2020 UTC,07/27/2020,19058.0,442.0
7_gap,7/28/2020,8/6/2020,WA,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,WA,33.35,4.66,18.08,13.34,9.96,1.88,3.56,44.81,60.57,71.34,78.97,41.13,6.62,3.07,1.58,08/07/2020 UTC,08/26/2020,21196.0,489.0
9_gap,8/27/2020,9/2/2020,WA,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,WA,36.97,5.65,17.79,11.53,10.99,2.67,6.3,51.21,58.57,71.2,75.91,40.81,6.35,1.92,1.25,09/04/2020 UTC,09/28/2020,20315.0,480.0
10_gap,9/29/2020,10/1/2020,WA,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,WA,38.54,7.3,18.84,15.82,12.12,3.87,6.99,42.68,55.01,69.95,77.19,46.36,10.72,3.77,3.39,10/02/2020 UTC,11/04/2020,27342.0,578.0
13,11/4/2020,12/1/2020,WA,33.79,8.17,15.06,12.46,9.21,3.56,5.18,49.33,58.99,70.51,78.54,40.19,7.03,2.97,2.11,11/03/2020 UTC,12/01/2020,24017.0,497.0
13_gap,12/2/2020,12/15/2020,WA,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,WA,26.54,2.22,14.95,6.25,10.81,5.1,3.94,54.15,56.32,69.03,79.43,38.62,7.72,3.46,1.01,12/16/2020 UTC,01/11/2021,25640.0,528.0
14_gap,1/12/2021,2/4/2021,WA,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,WA,30.08,6.83,10.87,10.08,10.89,4.35,3.55,53.89,59.09,68.37,80.6,35.27,10.58,2.54,0.92,02/05/2021 UTC,03/01/2021,21500.0,452.0
17,4/1/2021,5/3/2021,WA,34.43,6.19,17.56,18.01,12.84,6.17,2.49,44.99,49.69,63.74,77.88,47.55,10.5,4.13,3.51,04/01/2021 UTC,05/03/2021,21733.0,396.0
17_gap,5/4/2021,6/8/2021,WA,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,WA,32.21,9.24,22.99,17.46,12.84,5.06,5.85,31.62,40.76,59.21,56.34,48.63,10.35,3.26,3.2,06/09/2021 UTC,07/06/2021,20669.0,460.0
18_gap,7/7/2021,8/25/2021,WA,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,WA,33.11,7.43,19.79,20.48,7.26,6.02,6.8,43.19,50.86,66.21,74.3,46.72,9.85,6.4,3.32,08/26/2021 UTC,09/27/2021,21079.0,485.0
19_gap,9/28/2021,11/2/2021,WA,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,WA,37.54,11.69,21.51,19.92,10.48,6.69,6.16,32.81,41.5,66.02,65.98,53.25,11.44,7.18,3.41,11/03/2021 UTC,12/02/2021,22277.0,481.0
20_gap,12/3/2021,12/21/2021,WA,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,WA,32.97,6.43,20.39,15.51,6.37,4.71,6.94,34.98,43.06,60.86,74.68,46.87,10.01,6.2,2.15,12/22/2021 UTC,01/24/2022,22961.0,473.0
21_gap,1/25/2022,3/1/2022,WA,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,WA,36.92,10.91,22.63,25.76,12.3,8.43,8.55,24.23,30.42,56.03,47.28,55.39,15.32,8.78,6.23,03/02/2022 UTC,04/04/2022,22234.0,475.0
22_gap,4/5/2022,6/7/2022,WA,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,WA,37.5,11.68,28.97,25.83,12.17,7.39,10.71,18.77,27.38,57.51,30.31,58.59,14.84,8.32,5.24,06/08/2022 UTC,07/06/2022,24141.0,543.0
1,4/16/2020,4/30/2020,WV,30.26,1.35,8.62,4.88,3.83,0.66,0.06,67.2,75.42,81.78,51.91,31.27,6.64,2.0,0.64,04/16/2020 UTC,04/30/2020,19489.0,363.0
1_gap,5/1/2020,5/1/2020,WV,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,WV,27.52,1.0,9.56,4.42,7.11,4.57,0.21,60.64,73.3,81.24,55.39,32.32,5.49,1.26,0.1,05/02/2020 UTC,05/15/2020,20305.0,326.0
3,5/16/2020,6/1/2020,WV,26.94,4.08,15.47,5.26,12.71,6.64,0.28,44.51,63.23,77.74,48.23,40.09,8.24,3.21,2.08,05/16/2020 UTC,06/01/2020,18103.0,196.0
3_gap,6/2/2020,6/11/2020,WV,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,WV,31.77,6.78,17.9,15.08,13.61,5.3,1.83,48.0,56.55,75.03,51.38,45.52,8.88,4.79,2.39,06/12/2020 UTC,06/28/2020,22470.0,336.0
5_gap,6/29/2020,7/9/2020,WV,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,WV,27.79,1.57,15.14,13.0,14.26,5.38,1.46,53.02,64.65,75.85,71.55,36.59,14.1,4.33,1.01,07/10/2020 UTC,07/27/2020,19058.0,362.0
7_gap,7/28/2020,8/6/2020,WV,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,WV,32.73,3.27,20.84,14.83,13.73,6.41,1.02,49.43,56.98,78.66,68.69,40.19,7.59,6.18,0.78,08/07/2020 UTC,08/26/2020,21196.0,371.0
9_gap,8/27/2020,9/2/2020,WV,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,WV,31.59,0.87,12.02,11.94,12.54,7.01,0.98,49.73,60.02,75.31,70.45,41.56,11.99,3.16,2.5,09/04/2020 UTC,09/28/2020,20315.0,319.0
10_gap,9/29/2020,10/1/2020,WV,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,WV,35.81,3.25,21.66,10.92,10.21,5.59,0.32,45.71,57.68,75.15,71.28,42.96,8.59,7.17,1.48,10/02/2020 UTC,11/04/2020,27342.0,575.0
13,11/4/2020,12/1/2020,WV,38.5,3.57,15.85,7.63,18.06,5.1,0.97,49.55,57.21,76.15,74.19,48.0,12.24,2.99,1.64,11/03/2020 UTC,12/01/2020,24017.0,365.0
13_gap,12/2/2020,12/15/2020,WV,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,WV,30.39,4.07,15.39,9.27,9.99,4.17,0.63,52.21,58.86,73.44,81.24,36.87,6.88,2.85,1.04,12/16/2020 UTC,01/11/2021,25640.0,450.0
14_gap,1/12/2021,2/4/2021,WV,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,WV,30.31,3.43,14.09,10.38,6.47,2.72,1.22,52.15,55.72,72.8,80.79,36.91,7.47,1.61,0.82,02/05/2021 UTC,03/01/2021,21500.0,408.0
17,4/1/2021,5/3/2021,WV,31.76,5.41,23.9,17.35,13.74,11.36,2.74,28.67,43.81,69.53,73.89,55.76,16.47,6.65,2.46,04/01/2021 UTC,05/03/2021,21733.0,390.0
17_gap,5/4/2021,6/8/2021,WV,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,WV,31.2,7.28,24.29,23.25,16.57,6.21,2.44,33.29,39.35,67.81,51.71,52.47,16.52,4.61,4.05,06/09/2021 UTC,07/06/2021,20669.0,328.0
18_gap,7/7/2021,8/25/2021,WV,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,WV,33.62,4.49,23.02,19.58,13.14,14.27,1.6,36.99,45.84,65.54,46.75,49.62,14.79,5.04,2.98,08/26/2021 UTC,09/27/2021,21079.0,391.0
19_gap,9/28/2021,11/2/2021,WV,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,WV,32.56,5.41,26.68,19.1,13.96,9.78,2.3,28.62,34.84,60.6,42.58,52.19,13.36,9.7,4.16,11/03/2021 UTC,12/02/2021,22277.0,331.0
20_gap,12/3/2021,12/21/2021,WV,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,WV,29.83,4.91,21.84,13.24,10.44,7.87,0.48,30.72,41.07,61.45,44.59,46.9,12.01,3.99,2.67,12/22/2021 UTC,01/24/2022,22961.0,371.0
21_gap,1/25/2022,3/1/2022,WV,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,WV,37.75,6.86,29.03,19.28,17.34,8.28,1.39,13.26,21.23,57.9,29.66,64.48,14.87,7.1,5.35,03/02/2022 UTC,04/04/2022,22234.0,386.0
22_gap,4/5/2022,6/7/2022,WV,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,WV,33.6,5.14,30.25,27.13,14.63,10.82,2.9,14.27,21.56,53.49,20.19,53.27,13.92,7.09,2.36,06/08/2022 UTC,07/06/2022,24141.0,400.0
1,4/16/2020,4/30/2020,WI,29.2,0.3,5.63,5.77,4.63,0.99,0.44,62.27,72.55,75.97,38.26,27.43,5.14,1.32,0.28,04/16/2020 UTC,04/30/2020,19489.0,436.0
1_gap,5/1/2020,5/1/2020,WI,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,WI,29.36,0.6,9.41,4.72,3.79,0.89,1.75,55.95,70.76,75.98,47.65,25.55,3.47,2.58,0.47,05/02/2020 UTC,05/15/2020,20305.0,548.0
3,5/16/2020,6/1/2020,WI,30.96,1.17,17.72,9.86,6.76,1.25,0.37,46.96,63.8,68.97,46.35,41.39,9.73,2.13,0.74,05/16/2020 UTC,06/01/2020,18103.0,419.0
3_gap,6/2/2020,6/11/2020,WI,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,WI,35.97,6.0,16.31,15.73,10.59,2.43,1.26,44.68,58.76,67.29,49.04,43.85,9.81,4.9,1.47,06/12/2020 UTC,06/28/2020,22470.0,469.0
5_gap,6/29/2020,7/9/2020,WI,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,WI,33.45,5.95,19.06,15.79,8.65,3.54,0.89,47.35,55.39,64.59,58.9,44.47,10.03,7.73,1.45,07/10/2020 UTC,07/27/2020,19058.0,443.0
7_gap,7/28/2020,8/6/2020,WI,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,WI,39.71,5.62,22.93,19.96,11.12,6.5,1.85,41.52,53.97,69.68,69.7,50.75,11.82,6.05,2.12,08/07/2020 UTC,08/26/2020,21196.0,449.0
9_gap,8/27/2020,9/2/2020,WI,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,WI,39.29,8.68,16.19,13.32,12.98,5.17,1.73,42.67,53.99,70.1,64.69,47.88,11.94,5.06,2.8,09/04/2020 UTC,09/28/2020,20315.0,447.0
10_gap,9/29/2020,10/1/2020,WI,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,WI,42.36,7.1,14.6,15.56,11.45,5.6,2.94,45.32,53.93,61.7,68.09,44.82,9.37,5.55,2.1,10/02/2020 UTC,11/04/2020,27342.0,580.0
13,11/4/2020,12/1/2020,WI,35.28,6.56,15.49,15.21,11.43,4.33,1.36,45.11,55.34,66.73,72.44,43.84,9.37,4.52,1.39,11/03/2020 UTC,12/01/2020,24017.0,723.0
13_gap,12/2/2020,12/15/2020,WI,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,WI,30.23,6.13,13.78,11.67,6.9,5.73,0.68,49.91,54.58,66.1,73.18,45.46,10.46,4.81,2.15,12/16/2020 UTC,01/11/2021,25640.0,517.0
14_gap,1/12/2021,2/4/2021,WI,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,WI,36.26,5.65,17.03,16.16,10.96,4.75,2.52,40.4,47.63,61.29,73.61,45.24,9.94,6.18,2.3,02/05/2021 UTC,03/01/2021,21500.0,464.0
17,4/1/2021,5/3/2021,WI,36.59,9.75,21.83,23.21,10.87,8.32,1.39,39.89,46.76,65.48,72.25,49.35,10.73,6.37,2.94,04/01/2021 UTC,05/03/2021,21733.0,449.0
17_gap,5/4/2021,6/8/2021,WI,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,WI,35.49,8.76,27.3,26.49,9.74,9.23,3.72,20.31,28.27,62.29,33.52,59.3,15.96,7.78,4.91,06/09/2021 UTC,07/06/2021,20669.0,454.0
18_gap,7/7/2021,8/25/2021,WI,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,WI,39.2,8.87,20.51,20.46,8.99,9.85,2.92,27.36,34.65,60.27,42.68,56.61,12.08,7.02,4.13,08/26/2021 UTC,09/27/2021,21079.0,438.0
19_gap,9/28/2021,11/2/2021,WI,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,WI,45.99,7.42,23.66,24.39,11.72,6.95,3.07,21.45,25.64,59.3,36.39,62.14,14.53,11.86,5.25,11/03/2021 UTC,12/02/2021,22277.0,438.0
20_gap,12/3/2021,12/21/2021,WI,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,WI,32.97,5.82,20.77,15.89,7.25,7.45,1.83,21.63,35.36,62.76,41.9,54.03,12.94,7.83,3.97,12/22/2021 UTC,01/24/2022,22961.0,427.0
21_gap,1/25/2022,3/1/2022,WI,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,WI,39.34,10.02,25.92,30.24,12.25,9.21,2.89,17.34,24.55,53.5,28.65,60.54,18.66,10.03,5.12,03/02/2022 UTC,04/04/2022,22234.0,480.0
22_gap,4/5/2022,6/7/2022,WI,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,WI,40.43,9.02,29.16,30.0,13.5,7.65,4.2,16.2,22.9,50.72,20.16,65.05,17.82,9.9,5.52,06/08/2022 UTC,07/06/2022,24141.0,512.0
