Wave,month_intervals,End_Date,death_agg30,death_agg14,death_agg7,State,new_ind
interpolation,mid_month,2021-04-15,62,23,11,New Hampshire,38
interpolation,month_end,2021-04-30,64,37,27,New Hampshire,39
17,from wave,2021-05-03,60,35,21,New Hampshire,40
interpolation,mid_month,2021-05-15,68,26,18,New Hampshire,41
interpolation,month_end,2021-05-31,50,21,9,New Hampshire,42
gap17_18,from wave,2021-06-08,43,13,4,New Hampshire,43
interpolation,mid_month,2021-06-15,32,10,6,New Hampshire,44
interpolation,month_end,2021-06-30,18,7,3,New Hampshire,45
18,mid_month,2021-07-15,18,9,7,New Hampshire,46
interpolation,month_end,2021-07-31,15,6,2,New Hampshire,47
interpolation,mid_month,2021-08-15,14,8,6,New Hampshire,48
gap18_19,from wave,2021-08-25,20,14,9,New Hampshire,49
interpolation,month_end,2021-08-31,29,21,14,New Hampshire,50
interpolation,mid_month,2021-09-15,53,31,18,New Hampshire,51
19,from wave,2021-09-28,57,29,14,New Hampshire,52
interpolation,month_end,2021-09-30,63,27,13,New Hampshire,53
interpolation,mid_month,2021-10-15,68,35,19,New Hampshire,54
interpolation,month_end,2021-10-31,63,24,1,New Hampshire,55
gap19_20,from wave,2021-11-02,87,44,25,New Hampshire,56
interpolation,mid_month,2021-11-15,102,78,25,New Hampshire,57
interpolation,month_end,2021-11-30,150,64,22,New Hampshire,58
20,from wave,2021-12-02,157,77,42,New Hampshire,59
interpolation,mid_month,2021-12-15,188,94,53,New Hampshire,60
gap20_21,from wave,2021-12-21,181,110,55,New Hampshire,61
interpolation,month_end,2021-12-31,245,133,84,New Hampshire,62
interpolation,mid_month,2022-01-15,262,118,60,New Hampshire,63
21,from wave,2022-01-25,268,118,66,New Hampshire,64
interpolation,month_end,2022-01-31,244,126,70,New Hampshire,65
interpolation,mid_month,2022-02-15,215,85,34,New Hampshire,66
interpolation,month_end,2022-02-28,168,79,40,New Hampshire,67
gap21_22,from wave,2022-03-01,172,83,44,New Hampshire,68
interpolation,mid_month,2022-03-15,123,40,14,New Hampshire,69
interpolation,month_end,2022-03-31,75,24,10,New Hampshire,70
22,from wave,2022-04-09,50,13,6,New Hampshire,71
interpolation,mid_month,2022-04-15,40,12,12,New Hampshire,72
interpolation,month_end,2022-04-30,28,16,5,New Hampshire,73
interpolation,mid_month,2022-05-15,36,20,13,New Hampshire,74
interpolation,month_end,2022-05-31,54,34,10,New Hampshire,75
gap22_23,from wave,2022-06-07,60,23,13,New Hampshire,76
interpolation,mid_month,2022-06-15,64,27,9,New Hampshire,77
interpolation,month_end,2022-06-30,48,17,10,New Hampshire,78
23,from wave,2022-07-06,46,17,10,New Hampshire,79
interpolation,mid_month,2022-07-15,45,24,15,New Hampshire,80
interpolation,month_end,2022-07-31,42,18,9,New Hampshire,81
gap23_24,from wave,2022-08-10,34,13,8,New Hampshire,82
interpolation,mid_month,2022-08-15,31,13,6,New Hampshire,83
interpolation,month_end,2022-08-31,34,17,9,New Hampshire,84
24,from wave,2022-09-11,31,14,9,New Hampshire,85
interpolation,mid_month,2022-09-15,35,14,10,New Hampshire,86
interpolation,month_end,2022-09-30,44,27,15,New Hampshire,87
gap24_25,from wave,2022-10-05,46,21,8,New Hampshire,88
interpolation,mid_month,2022-10-15,39,10,6,New Hampshire,89
interpolation,month_end,2022-10-31,40,30,14,New Hampshire,90
25,from wave,2022-11-09,67,43,22,New Hampshire,91
interpolation,mid_month,2022-11-15,72,36,15,New Hampshire,92
interpolation,month_end,2022-11-30,69,24,11,New Hampshire,93
interpolation,mid_month,2022-12-15,49,20,8,New Hampshire,94
gap25_26,from wave,2022-12-21,43,15,7,New Hampshire,95
interpolation,month_end,2022-12-31,26,0,0,New Hampshire,96
interpolation,mid_month,2023-01-15,3,0,0,New Hampshire,97
26,from wave,2023-01-17,0,0,0,New Hampshire,98
interpolation,month_end,2023-01-31,0,0,0,New Hampshire,99
interpolation,mid_month,2023-02-15,0,0,0,New Hampshire,100
interpolation,month_end,2023-02-28,0,0,0,New Hampshire,101
interpolation,mid_month,2023-03-15,0,0,0,New Hampshire,102
interpolation,month_end,2023-03-31,0,0,0,New Hampshire,103
gap26_27,from wave,2023-04-04,0,0,0,New Hampshire,104
interpolation,mid_month,2023-04-15,0,0,0,New Hampshire,105
interpolation,month_end,2023-04-30,0,0,0,New Hampshire,106
27,from wave,2023-05-05,0,0,0,New Hampshire,107
interpolation,mid_month,2023-05-15,0,0,0,New Hampshire,108
interpolation,month_end,2023-05-31,0,0,0,New Hampshire,109
interpolation,month_end,2020-03-31,0,0,0,New Jersey,0
interpolation,mid_month,2020-04-15,2805,2805,2805,New Jersey,1
1,month_end,2020-04-30,6771,3615,1621,New Jersey,2
interpolation,mid_month,2020-05-15,7141,2718,1139,New Jersey,3
2,from wave,2020-05-21,6253,2200,1035,New Jersey,4
interpolation,month_end,2020-05-31,4406,1373,552,New Jersey,5
3,from wave,2020-06-01,4160,1335,560,New Jersey,6
gap3_5,from wave,2020-06-11,3037,1038,497,New Jersey,7
interpolation,mid_month,2020-06-15,2511,961,483,New Jersey,8
5,from wave,2020-06-28,3539,2327,2024,New Jersey,9
interpolation,month_end,2020-06-30,3358,2284,2018,New Jersey,10
gap5_7,from wave,2020-07-09,3118,2256,254,New Jersey,11
interpolation,mid_month,2020-07-15,2923,547,301,New Jersey,12
7,from wave,2020-07-26,904,251,77,New Jersey,13
interpolation,month_end,2020-07-31,774,144,79,New Jersey,14
gap7_9,from wave,2020-08-06,613,135,44,New Jersey,15
interpolation,mid_month,2020-08-15,269,84,54,New Jersey,16
9,from wave,2020-08-26,166,63,28,New Jersey,17
interpolation,month_end,2020-08-31,118,25,-9,New Jersey,18
gap9_10,from wave,2020-09-03,118,38,50,New Jersey,19
interpolation,mid_month,2020-09-15,124,89,43,New Jersey,20
10,month_end,2020-09-30,180,74,41,New Jersey,21
interpolation,mid_month,2020-10-15,157,69,39,New Jersey,22
11,from wave,2020-10-23,187,102,66,New Jersey,23
interpolation,month_end,2020-10-31,217,137,66,New Jersey,24
12,from wave,2020-11-14,331,183,106,New Jersey,25
interpolation,mid_month,2020-11-15,351,198,123,New Jersey,26
13,month_end,2020-11-30,639,412,217,New Jersey,27
gap13_14,mid_month,2020-12-15,1227,782,439,New Jersey,28
interpolation,month_end,2020-12-31,1959,949,486,New Jersey,29
14,from wave,2021-01-12,2122,1203,629,New Jersey,30
interpolation,mid_month,2021-01-15,2289,1119,515,New Jersey,31
interpolation,month_end,2021-01-31,2413,1041,521,New Jersey,32
gap14_16,from wave,2021-02-04,2468,1029,473,New Jersey,33
interpolation,mid_month,2021-02-15,2134,970,465,New Jersey,34
16,month_end,2021-02-28,1937,798,404,New Jersey,35
interpolation,mid_month,2021-03-15,1510,651,329,New Jersey,36
gap16_17,month_end,2021-03-31,1234,520,244,New Jersey,37
interpolation,mid_month,2021-04-15,1081,445,257,New Jersey,38
interpolation,month_end,2021-04-30,1043,476,228,New Jersey,39
17,from wave,2021-05-03,985,457,220,New Jersey,40
interpolation,mid_month,2021-05-15,926,378,163,New Jersey,41
interpolation,month_end,2021-05-31,653,246,116,New Jersey,42
gap17_18,from wave,2021-06-08,494,185,73,New Jersey,43
interpolation,mid_month,2021-06-15,382,122,49,New Jersey,44
interpolation,month_end,2021-06-30,237,99,52,New Jersey,45
18,mid_month,2021-07-15,193,70,37,New Jersey,46
interpolation,month_end,2021-07-31,138,64,27,New Jersey,47
interpolation,mid_month,2021-08-15,163,90,47,New Jersey,48
gap18_19,from wave,2021-08-25,200,116,60,New Jersey,49
interpolation,month_end,2021-08-31,262,168,109,New Jersey,50
interpolation,mid_month,2021-09-15,406,219,123,New Jersey,51
19,from wave,2021-09-28,502,267,144,New Jersey,52
interpolation,month_end,2021-09-30,536,278,136,New Jersey,53
interpolation,mid_month,2021-10-15,572,246,122,New Jersey,54
interpolation,month_end,2021-10-31,545,252,124,New Jersey,55
gap19_20,from wave,2021-11-02,515,243,117,New Jersey,56
interpolation,mid_month,2021-11-15,480,200,87,New Jersey,57
interpolation,month_end,2021-11-30,376,171,83,New Jersey,58
20,from wave,2021-12-02,429,189,102,New Jersey,59
interpolation,mid_month,2021-12-15,441,223,119,New Jersey,60
gap20_21,from wave,2021-12-21,480,265,141,New Jersey,61
interpolation,month_end,2021-12-31,610,341,178,New Jersey,62
interpolation,mid_month,2022-01-15,1316,922,585,New Jersey,63
21,from wave,2022-01-25,1945,1305,680,New Jersey,64
interpolation,month_end,2022-01-31,2375,1323,653,New Jersey,65
interpolation,mid_month,2022-02-15,2320,957,412,New Jersey,66
interpolation,month_end,2022-02-28,1574,514,247,New Jersey,67
gap21_22,from wave,2022-03-01,1524,516,204,New Jersey,68
interpolation,mid_month,2022-03-15,740,199,87,New Jersey,69
interpolation,month_end,2022-03-31,315,94,38,New Jersey,70
22,from wave,2022-04-09,240,91,56,New Jersey,71
interpolation,mid_month,2022-04-15,196,90,33,New Jersey,72
interpolation,month_end,2022-04-30,195,91,54,New Jersey,73
interpolation,mid_month,2022-05-15,221,114,56,New Jersey,74
interpolation,month_end,2022-05-31,267,143,77,New Jersey,75
gap22_23,from wave,2022-06-07,286,154,77,New Jersey,76
interpolation,mid_month,2022-06-15,334,177,87,New Jersey,77
interpolation,month_end,2022-06-30,340,140,70,New Jersey,78
23,from wave,2022-07-06,302,117,43,New Jersey,79
interpolation,mid_month,2022-07-15,266,96,54,New Jersey,80
interpolation,month_end,2022-07-31,217,107,49,New Jersey,81
gap23_24,from wave,2022-08-10,237,106,56,New Jersey,82
interpolation,mid_month,2022-08-15,252,138,67,New Jersey,83
interpolation,month_end,2022-08-31,279,131,65,New Jersey,84
24,from wave,2022-09-11,238,94,40,New Jersey,85
interpolation,mid_month,2022-09-15,246,88,49,New Jersey,86
interpolation,month_end,2022-09-30,193,80,38,New Jersey,87
gap24_25,from wave,2022-10-05,176,70,34,New Jersey,88
interpolation,mid_month,2022-10-15,165,71,37,New Jersey,89
interpolation,month_end,2022-10-31,160,82,44,New Jersey,90
25,from wave,2022-11-09,161,88,41,New Jersey,91
interpolation,mid_month,2022-11-15,166,83,48,New Jersey,92
interpolation,month_end,2022-11-30,206,107,45,New Jersey,93
interpolation,mid_month,2022-12-15,302,161,87,New Jersey,94
gap25_26,from wave,2022-12-21,279,137,55,New Jersey,95
interpolation,month_end,2022-12-31,194,0,0,New Jersey,96
interpolation,mid_month,2023-01-15,12,0,0,New Jersey,97
26,from wave,2023-01-17,0,0,0,New Jersey,98
interpolation,month_end,2023-01-31,0,0,0,New Jersey,99
interpolation,mid_month,2023-02-15,0,0,0,New Jersey,100
interpolation,month_end,2023-02-28,0,0,0,New Jersey,101
interpolation,mid_month,2023-03-15,0,0,0,New Jersey,102
interpolation,month_end,2023-03-31,0,0,0,New Jersey,103
gap26_27,from wave,2023-04-04,0,0,0,New Jersey,104
interpolation,mid_month,2023-04-15,0,0,0,New Jersey,105
interpolation,month_end,2023-04-30,0,0,0,New Jersey,106
27,from wave,2023-05-05,0,0,0,New Jersey,107
interpolation,mid_month,2023-05-15,0,0,0,New Jersey,108
interpolation,month_end,2023-05-31,0,0,0,New Jersey,109
interpolation,month_end,2020-03-31,0,0,0,New Mexico,0
interpolation,mid_month,2020-04-15,31,31,31,New Mexico,1
1,month_end,2020-04-30,112,76,41,New Mexico,2
interpolation,mid_month,2020-05-15,211,119,70,New Mexico,3
2,from wave,2020-05-21,225,114,52,New Mexico,4
interpolation,month_end,2020-05-31,228,92,49,New Mexico,5
3,from wave,2020-06-01,225,91,39,New Mexico,6
gap3_5,from wave,2020-06-11,202,81,35,New Mexico,7
interpolation,mid_month,2020-06-15,182,79,39,New Mexico,8
5,from wave,2020-06-28,156,60,25,New Mexico,9
interpolation,month_end,2020-06-30,142,53,24,New Mexico,10
gap5_7,from wave,2020-07-09,127,47,27,New Mexico,11
interpolation,mid_month,2020-07-15,116,54,32,New Mexico,12
7,from wave,2020-07-26,122,64,38,New Mexico,13
interpolation,month_end,2020-07-31,138,73,39,New Mexico,14
gap7_9,from wave,2020-08-06,152,76,35,New Mexico,15
interpolation,mid_month,2020-08-15,146,61,28,New Mexico,16
9,from wave,2020-08-26,138,59,29,New Mexico,17
interpolation,month_end,2020-08-31,128,56,25,New Mexico,18
gap9_10,from wave,2020-09-03,135,61,35,New Mexico,19
interpolation,mid_month,2020-09-15,112,44,16,New Mexico,20
10,month_end,2020-09-30,105,45,21,New Mexico,21
interpolation,mid_month,2020-10-15,98,44,25,New Mexico,22
11,from wave,2020-10-23,99,54,31,New Mexico,23
interpolation,month_end,2020-10-31,130,79,47,New Mexico,24
12,from wave,2020-11-14,277,191,110,New Mexico,25
interpolation,mid_month,2020-11-15,286,190,104,New Mexico,26
13,month_end,2020-11-30,533,325,157,New Mexico,27
gap13_14,mid_month,2020-12-15,770,410,222,New Mexico,28
interpolation,month_end,2020-12-31,868,387,193,New Mexico,29
14,from wave,2021-01-12,851,382,190,New Mexico,30
interpolation,mid_month,2021-01-15,830,359,156,New Mexico,31
interpolation,month_end,2021-01-31,788,355,150,New Mexico,32
gap14_16,from wave,2021-02-04,764,329,140,New Mexico,33
interpolation,mid_month,2021-02-15,655,246,130,New Mexico,34
16,month_end,2021-02-28,474,184,90,New Mexico,35
interpolation,mid_month,2021-03-15,350,136,44,New Mexico,36
gap16_17,month_end,2021-03-31,216,72,29,New Mexico,37
interpolation,mid_month,2021-04-15,143,59,33,New Mexico,38
interpolation,month_end,2021-04-30,126,61,35,New Mexico,39
17,from wave,2021-05-03,118,66,43,New Mexico,40
interpolation,mid_month,2021-05-15,117,46,15,New Mexico,41
interpolation,month_end,2021-05-31,196,150,132,New Mexico,42
gap17_18,from wave,2021-06-08,188,41,23,New Mexico,43
interpolation,mid_month,2021-06-15,189,39,16,New Mexico,44
interpolation,month_end,2021-06-30,75,36,8,New Mexico,45
18,mid_month,2021-07-15,60,22,15,New Mexico,46
interpolation,month_end,2021-07-31,70,31,13,New Mexico,47
interpolation,mid_month,2021-08-15,74,36,21,New Mexico,48
gap18_19,from wave,2021-08-25,86,53,28,New Mexico,49
interpolation,month_end,2021-08-31,102,61,31,New Mexico,50
interpolation,mid_month,2021-09-15,185,113,69,New Mexico,51
19,from wave,2021-09-28,259,145,75,New Mexico,52
interpolation,month_end,2021-09-30,276,139,69,New Mexico,53
interpolation,mid_month,2021-10-15,288,118,65,New Mexico,54
interpolation,month_end,2021-10-31,248,119,62,New Mexico,55
gap19_20,from wave,2021-11-02,249,119,59,New Mexico,56
interpolation,mid_month,2021-11-15,239,120,56,New Mexico,57
interpolation,month_end,2021-11-30,306,164,78,New Mexico,58
20,from wave,2021-12-02,318,164,69,New Mexico,59
interpolation,mid_month,2021-12-15,322,124,61,New Mexico,60
gap20_21,from wave,2021-12-21,351,195,130,New Mexico,61
interpolation,month_end,2021-12-31,488,339,110,New Mexico,62
interpolation,mid_month,2022-01-15,629,290,162,New Mexico,63
21,from wave,2022-01-25,547,272,147,New Mexico,64
interpolation,month_end,2022-01-31,562,272,158,New Mexico,65
interpolation,mid_month,2022-02-15,539,230,129,New Mexico,66
interpolation,month_end,2022-02-28,486,245,128,New Mexico,67
gap21_22,from wave,2022-03-01,502,235,125,New Mexico,68
interpolation,mid_month,2022-03-15,420,159,90,New Mexico,69
interpolation,month_end,2022-03-31,336,139,75,New Mexico,70
22,from wave,2022-04-09,334,154,81,New Mexico,71
interpolation,mid_month,2022-04-15,297,126,49,New Mexico,72
interpolation,month_end,2022-04-30,244,89,57,New Mexico,73
interpolation,mid_month,2022-05-15,207,108,51,New Mexico,74
interpolation,month_end,2022-05-31,279,155,94,New Mexico,75
gap22_23,from wave,2022-06-07,288,160,66,New Mexico,76
interpolation,mid_month,2022-06-15,258,74,16,New Mexico,77
interpolation,month_end,2022-06-30,150,59,37,New Mexico,78
23,from wave,2022-07-06,125,67,26,New Mexico,79
interpolation,mid_month,2022-07-15,170,94,75,New Mexico,80
interpolation,month_end,2022-07-31,305,190,55,New Mexico,81
gap23_24,from wave,2022-08-10,334,90,36,New Mexico,82
interpolation,mid_month,2022-08-15,256,66,30,New Mexico,83
interpolation,month_end,2022-08-31,186,111,54,New Mexico,84
24,from wave,2022-09-11,176,84,14,New Mexico,85
interpolation,mid_month,2022-09-15,179,50,22,New Mexico,86
interpolation,month_end,2022-09-30,132,55,17,New Mexico,87
gap24_25,from wave,2022-10-05,107,52,13,New Mexico,88
interpolation,mid_month,2022-10-15,104,34,6,New Mexico,89
interpolation,month_end,2022-10-31,75,41,22,New Mexico,90
25,from wave,2022-11-09,78,51,28,New Mexico,91
interpolation,mid_month,2022-11-15,78,36,13,New Mexico,92
interpolation,month_end,2022-11-30,60,18,4,New Mexico,93
interpolation,mid_month,2022-12-15,76,53,26,New Mexico,94
gap25_26,from wave,2022-12-21,68,55,14,New Mexico,95
interpolation,month_end,2022-12-31,61,0,0,New Mexico,96
interpolation,mid_month,2023-01-15,2,0,0,New Mexico,97
26,from wave,2023-01-17,0,0,0,New Mexico,98
interpolation,month_end,2023-01-31,0,0,0,New Mexico,99
interpolation,mid_month,2023-02-15,0,0,0,New Mexico,100
interpolation,month_end,2023-02-28,0,0,0,New Mexico,101
interpolation,mid_month,2023-03-15,0,0,0,New Mexico,102
interpolation,month_end,2023-03-31,0,0,0,New Mexico,103
gap26_27,from wave,2023-04-04,0,0,0,New Mexico,104
interpolation,mid_month,2023-04-15,0,0,0,New Mexico,105
interpolation,month_end,2023-04-30,0,0,0,New Mexico,106
27,from wave,2023-05-05,0,0,0,New Mexico,107
interpolation,mid_month,2023-05-15,0,0,0,New Mexico,108
interpolation,month_end,2023-05-31,0,0,0,New Mexico,109
interpolation,month_end,2020-03-31,0,0,0,New York,0
interpolation,mid_month,2020-04-15,10811,10811,10811,New York,1
1,month_end,2020-04-30,23375,11806,4014,New York,2
interpolation,mid_month,2020-05-15,16704,4036,1491,New York,3
2,from wave,2020-05-21,9912,3002,1154,New York,4
interpolation,month_end,2020-05-31,6095,1652,670,New York,5
3,from wave,2020-06-01,5720,1539,634,New York,6
gap3_5,from wave,2020-06-11,3512,1032,510,New York,7
interpolation,mid_month,2020-06-15,2917,1019,448,New York,8
5,from wave,2020-06-28,1810,570,285,New York,9
interpolation,month_end,2020-06-30,1668,542,227,New York,10
